CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,cluster
12437.0,1,19,2889,4392.66,231.19263157894736,117,1.7934782608695652,2,9,0,1,0.05263157894736842,439.26599999999996,377.385354223269,35.112848484848485,Monthly High-Spenders
12441.0,366,1,120,155.55,155.55,10,0.0,2,10,0,0,0.0,155.55,0.0,0.0,Occasional High-Spenders
12442.0,3,1,181,144.06,144.06,11,0.0,1,14,0,0,0.0,144.06,0.0,0.0,Occasional High-Spenders
12444.0,21,5,1130,4085.46,817.092,137,0.8771929824561403,1,14,0,0,0.0,817.092,595.3342472678689,-226.51800000000003,High-Spending Churn Risk
12445.0,22,1,60,77.4,77.4,3,0.0,3,18,0,0,0.0,77.4,0.0,0.0,Low-Spending Weekend Shoppers
12446.0,57,1,351,1002.3100000000001,1002.3100000000001,57,0.0,3,12,0,0,0.0,1002.3100000000001,0.0,0.0,High-Spending Churn Risk
12447.0,243,1,187,431.49,431.49,25,0.0,6,13,0,0,0.0,431.49,0.0,0.0,Low-Spending Weekend Shoppers
12448.0,44,1,240,365.45,365.45,21,0.0,2,13,0,0,0.0,365.45,0.0,0.0,Occasional High-Spenders
12449.0,22,4,1523,3596.29,899.0725,117,0.8870967741935484,3,9,0,0,0.0,899.0725,233.06767291568633,157.809,High-Spending Churn Risk
12450.0,156,2,128,197.88,98.94,7,2.4285714285714284,6,14,0,0,0.0,98.94,4.157787873376896,-5.8799999999999955,Low-Spending Weekend Shoppers
12452.0,16,1,181,348.57,348.57,20,0.0,2,8,0,0,0.0,348.57,0.0,0.0,Occasional High-Spenders
12453.0,134,1,473,707.09,707.09,43,0.0,3,14,0,0,0.0,707.09,0.0,0.0,High-Spending Churn Risk
12454.0,53,2,0,5.684341886080802e-14,2.842170943040401e-14,15,0.10344827586206896,0,15,0,1,0.5,5.684341886080802e-14,0.0,0.0,Occasional High-Spenders
12455.0,73,5,2084,2339.86,467.97200000000004,84,2.6547619047619047,2,9,0,0,0.0,467.97200000000004,685.4232305079834,-302.864,High-Spending Churn Risk
12456.0,44,4,1601,2553.89,638.4725,104,1.68,2,15,0,1,0.25,638.4725000000001,462.71351139230853,-114.59699999999998,High-Spending Churn Risk
12457.0,58,11,686,1597.78,145.25272727272727,52,2.873015873015873,2,15,0,5,0.45454545454545453,399.445,486.68425503605516,-114.10200000000002,Monthly High-Spenders
12458.0,71,2,502,787.4,393.7,34,6.085714285714285,0,10,0,0,0.0,393.70000000000005,44.94370701221694,63.56,Occasional High-Spenders
12461.0,154,1,282,626.88,626.88,34,0.0,4,10,0,0,0.0,626.88,0.0,0.0,Low-Spending Weekend Shoppers
12462.0,2,4,505,872.01,218.0025,50,4.36231884057971,2,14,0,2,0.5,290.66999999999996,312.4107618184751,-309.04499999999996,Occasional High-Spenders
12463.0,46,6,751,1165.63,194.27166666666668,65,2.3780487804878048,1,13,0,2,0.3333333333333333,291.4075,25.1912966121238,-1.812999999999991,Occasional High-Spenders
12464.0,10,8,95,957.05,119.63125,5,14.238095238095237,3,13,0,0,0.0,191.41,124.156153693645,9.940000000000007,Low-Spending Weekend Shoppers
12465.0,7,3,471,673.89,224.63,45,3.375,3,13,0,1,0.3333333333333333,224.63,213.47274463031576,-209.62,Low-Spending Weekend Shoppers
12468.0,143,3,360,652.04,217.34666666666666,35,4.675675675675675,6,11,0,1,0.3333333333333333,217.3466666666667,240.90112086358863,-95.045,Low-Spending Weekend Shoppers
12473.0,53,4,2323,2545.27,636.3175,138,0.8313253012048193,0,11,0,1,0.25,848.4233333333333,629.7361111079254,511.37499999999994,High-Spending Churn Risk
12475.0,53,1,532,669.38,669.38,35,0.0,0,10,0,0,0.0,669.38,0.0,0.0,Occasional High-Spenders
12478.0,3,1,233,545.99,545.99,35,0.0,1,9,0,0,0.0,545.99,0.0,0.0,Occasional High-Spenders
12479.0,3,3,348,423.3,141.1,30,0.24242424242424243,0,13,0,2,0.6666666666666666,211.65,369.887557238683,-523.0999999999999,Occasional High-Spenders
12480.0,28,4,1685,2885.63,721.4075,128,2.0671140939597317,4,14,0,0,0.0,721.4075,206.03467626834077,60.39499999999998,High-Spending Churn Risk
12481.0,22,11,3248,4998.36,454.3963636363636,149,1.6490384615384615,0,10,0,1,0.09090909090909091,624.795,383.4379545264509,10.010952380952373,Monthly High-Spenders
12483.0,17,11,1084,1873.13,170.28454545454545,45,4.535211267605634,1,11,0,3,0.2727272727272727,267.59000000000003,100.64136724031523,1.4885714285714267,Monthly High-Spenders
12484.0,35,6,2160,3892.87,648.8116666666666,255,0.8801169590643275,4,13,0,2,0.3333333333333333,648.8116666666666,546.0013475593872,-31.724285714285735,Monthly High-Spenders
12488.0,9,3,526,1244.66,414.8866666666667,45,1.2452830188679245,2,10,0,0,0.0,414.8866666666667,178.04314261811191,-38.089999999999975,Occasional High-Spenders
12489.0,336,1,103,298.93,298.93,14,0.0,4,13,0,0,0.0,298.93,0.0,0.0,Low-Spending Weekend Shoppers
12490.0,5,10,3033,4859.93,485.99300000000005,130,1.3846153846153846,2,13,0,0,0.0,607.49125,345.208488533172,44.769880952380944,High-Spending Churn Risk
12491.0,38,1,258,424.40000000000003,424.40000000000003,24,0.0,1,12,0,0,0.0,424.40000000000003,0.0,0.0,Occasional High-Spenders
12492.0,63,2,190,227.21,113.605,18,2.4705882352941178,4,15,0,0,0.0,113.60500000000002,7.37512372777568,10.429999999999993,Low-Spending Weekend Shoppers
12493.0,165,3,203,362.79,120.93,18,1.6,3,14,0,1,0.3333333333333333,181.395,2.609224022578359,3.6899999999999977,Low-Spending Weekend Shoppers
12494.0,9,13,682,995.35,76.56538461538462,62,4.684210526315789,3,13,0,6,0.46153846153846156,142.19285714285715,127.42034292245565,17.60178571428571,Monthly High-Spenders
12497.0,81,1,1231,953.1,953.1,13,0.0,0,12,0,0,0.0,953.1,0.0,0.0,High-Spending Churn Risk
12498.0,21,3,156,349.70000000000005,116.56666666666668,20,1.8,3,9,0,0,0.0,174.85000000000002,51.47737367038069,-72.80000000000004,Low-Spending Weekend Shoppers
12500.0,23,12,2660,4023.27,335.2725,32,5.849056603773585,4,10,0,2,0.16666666666666666,574.7528571428571,554.8009640316752,126.43535714285714,Monthly High-Spenders
12502.0,95,5,794,2995.87,599.174,101,1.5177304964539007,3,11,0,0,0.0,599.174,183.36386675133136,84.02700000000002,High-Spending Churn Risk
12504.0,18,4,48,59.99999999999999,14.999999999999998,5,0.9230769230769231,0,16,0,2,0.5,59.99999999999999,0.0,0.0,Occasional High-Spenders
12506.0,232,1,23,73.5,73.5,23,0.0,3,8,0,0,0.0,73.5,0.0,0.0,Low-Spending Weekend Shoppers
12507.0,134,4,874,1006.06,251.515,18,8.631578947368421,0,9,0,1,0.25,503.03,199.2202645314979,281.73999999999995,Occasional High-Spenders
12508.0,26,2,271,397.88,198.94,57,0.04477611940298507,3,16,0,0,0.0,397.88,0.0,0.0,Low-Spending Weekend Shoppers
12509.0,284,1,54,158.5,158.5,6,0.0,0,14,0,0,0.0,158.5,0.0,0.0,Occasional High-Spenders
12510.0,142,2,347,814.5699999999999,407.28499999999997,28,6.1,1,14,0,0,0.0,407.28499999999997,268.36823666373033,-379.53,Occasional High-Spenders
12512.0,66,2,96,132.18,66.09,31,0.0,1,14,0,0,0.0,132.18,0.0,0.0,Occasional High-Spenders
12513.0,84,2,453,532.79,266.395,34,0.8235294117647058,4,10,0,1,0.5,266.395,412.8018677888946,-583.79,Low-Spending Weekend Shoppers
12514.0,267,1,440,1017.68,1017.68,51,0.0,3,16,0,0,0.0,1017.68,0.0,0.0,High-Spending Churn Risk
12515.0,353,1,128,278.7,278.7,15,0.0,1,15,0,0,0.0,278.7,0.0,0.0,Occasional High-Spenders
12516.0,77,2,868,1186.06,593.03,19,4.478260869565218,4,9,0,0,0.0,593.03,90.26925168627467,127.65999999999997,Low-Spending Weekend Shoppers
12517.0,28,5,1328,2263.65,452.73,231,0.5848375451263538,3,15,0,1,0.2,565.9125,177.50095011482804,-119.665,High-Spending Churn Risk
12518.0,0,5,1306,1840.89,368.178,83,0.9322033898305084,4,10,0,0,0.0,368.178,80.32590690431078,-0.9319999999999994,Low-Spending Weekend Shoppers
12519.0,63,1,172,276.84,276.84,16,0.0,4,9,0,0,0.0,276.84,0.0,0.0,Low-Spending Weekend Shoppers
12520.0,79,6,1414,2294.5099999999998,382.4183333333333,120,1.3020134228187918,4,11,0,1,0.16666666666666666,573.6275,332.3462157023406,-171.67100000000002,High-Spending Churn Risk
12521.0,142,1,306,545.68,545.68,37,0.0,2,10,0,0,0.0,545.68,0.0,0.0,Occasional High-Spenders
12522.0,39,2,192,156.72,78.36,10,1.3333333333333333,0,14,0,0,0.0,156.72,0.0,0.0,Occasional High-Spenders
12523.0,1,13,856,1655.57,127.35153846153845,83,3.142857142857143,2,9,0,2,0.15384615384615385,165.557,109.13286418652979,6.450848484848487,Monthly High-Spenders
12524.0,9,8,3669,3945.72,493.215,112,2.4,3,13,0,0,0.0,563.6742857142857,404.1130053115153,28.038928571428578,High-Spending Churn Risk
12526.0,0,3,624,1172.66,390.8866666666667,63,1.4029850746268657,0,9,0,0,0.0,390.8866666666667,131.05017410645945,-121.60999999999999,Occasional High-Spenders
12527.0,81,3,233,330.71000000000004,110.23666666666668,17,15.25,1,12,0,0,0.0,110.23666666666668,44.460018368567205,-25.365000000000002,Occasional High-Spenders
12528.0,9,8,734,1634.28,204.285,49,3.4431818181818183,0,9,0,2,0.25,272.38000000000005,93.74222485091764,-18.703428571428567,Occasional High-Spenders
12530.0,59,5,891,1461.63,292.326,50,4.396825396825397,1,10,0,1,0.2,365.4075,33.53104370082547,17.408999999999985,Occasional High-Spenders
12531.0,14,1,45,125.22,125.22,17,0.0,4,11,0,0,0.0,125.22,0.0,0.0,Low-Spending Weekend Shoppers
12532.0,30,1,151,313.83000000000004,313.83000000000004,15,0.0,2,13,0,0,0.0,313.83000000000004,0.0,0.0,Occasional High-Spenders
12534.0,130,1,645,981.18,981.18,62,0.0,0,10,0,0,0.0,981.18,0.0,0.0,High-Spending Churn Risk
12535.0,91,2,219,716.35,358.175,28,2.878787878787879,0,12,0,0,0.0,358.17499999999995,18.773685040502826,-26.55000000000001,Occasional High-Spenders
12538.0,29,1,191,363.95,363.95,21,0.0,3,17,0,0,0.0,363.95,0.0,0.0,Low-Spending Weekend Shoppers
12541.0,29,3,675,841.18,280.3933333333333,45,5.229166666666667,3,10,0,0,0.0,280.3933333333334,82.72280540052623,38.319999999999965,Low-Spending Weekend Shoppers
12544.0,29,2,130,299.7,149.85,18,0.3888888888888889,3,16,0,1,0.5,299.7,0.0,0.0,Low-Spending Weekend Shoppers
12545.0,75,2,517,832.39,416.195,41,3.9148936170212765,4,12,0,0,0.0,416.195,180.95569637344934,-255.90999999999997,Low-Spending Weekend Shoppers
12546.0,46,3,612,1001.5,333.8333333333333,58,0.4626865671641791,4,9,0,1,0.3333333333333333,500.75,248.12376951835952,-350.90000000000003,Low-Spending Weekend Shoppers
12547.0,197,2,132,151.79999999999998,75.89999999999999,6,16.6,4,12,0,0,0.0,75.9,78.48885271170678,-111.0,Low-Spending Weekend Shoppers
12548.0,166,1,48,67.19999999999999,67.19999999999999,4,0.0,6,15,0,0,0.0,67.19999999999999,0.0,0.0,Low-Spending Weekend Shoppers
12550.0,79,1,564,824.83,824.83,56,0.0,2,14,0,0,0.0,824.83,0.0,0.0,High-Spending Churn Risk
12551.0,357,1,100,168.0,168.0,10,0.0,4,11,0,0,0.0,168.0,0.0,0.0,Low-Spending Weekend Shoppers
12552.0,39,1,85,317.82,317.82,19,0.0,0,12,0,0,0.0,317.82,0.0,0.0,Occasional High-Spenders
12553.0,8,14,1901,3238.25,231.30357142857142,94,1.7258064516129032,4,10,0,4,0.2857142857142857,359.80555555555554,185.09694548473183,-1.3673333333333346,Monthly High-Spenders
12556.0,50,2,355,599.56,299.78,100,0.8559322033898306,0,13,0,0,0.0,299.78,12.68549565448664,-17.939999999999998,Occasional High-Spenders
12558.0,1,2,0,1.0658141036401503e-14,5.329070518200751e-15,11,0.2857142857142857,3,10,0,1,0.5,1.0658141036401503e-14,0.0,0.0,Low-Spending Weekend Shoppers
12559.0,310,3,279,500.21000000000004,166.73666666666668,20,0.45,0,10,0,1,0.3333333333333333,250.10500000000002,282.8497835424309,-400.01,Occasional High-Spenders
12560.0,5,3,1066,1885.39,628.4633333333334,91,1.2777777777777777,1,15,0,1,0.3333333333333333,628.4633333333333,662.4693224846968,-333.30499999999995,High-Spending Churn Risk
12561.0,302,1,177,238.85,238.85,16,0.0,3,11,0,0,0.0,238.85,0.0,0.0,Low-Spending Weekend Shoppers
12562.0,8,7,1757,3385.7400000000002,483.6771428571429,98,1.1875,3,8,0,0,0.0,483.6771428571428,99.97234729568733,23.467500000000005,High-Spending Churn Risk
12564.0,261,1,130,402.9,402.9,20,0.0,2,14,0,0,0.0,402.9,0.0,0.0,Occasional High-Spenders
12565.0,281,2,75,131.17,65.585,9,0.7777777777777778,3,10,0,1,0.5,65.585,113.61084653324258,-160.67,Low-Spending Weekend Shoppers
12566.0,72,2,261,292.7,146.35,18,0.7777777777777778,2,14,0,1,0.5,292.7,0.0,0.0,Occasional High-Spenders
12569.0,2,33,1741,3128.9900000000002,94.8178787878788,91,1.5923566878980893,3,14,0,1,0.030303030303030304,347.66555555555556,163.0690485738412,18.505666666666666,Monthly High-Spenders
12571.0,39,2,523,519.61,259.805,31,2.484848484848485,0,10,0,0,0.0,259.805,16.199816356983792,22.909999999999997,Occasional High-Spenders
12572.0,8,3,444,896.72,298.9066666666667,52,0.7288135593220338,2,8,0,1,0.3333333333333333,448.36,20.760655095637045,-29.360000000000014,Occasional High-Spenders
12573.0,227,1,84,160.54000000000002,160.54000000000002,26,0.0,1,15,0,0,0.0,160.54000000000002,0.0,0.0,Occasional High-Spenders
12574.0,315,1,59,182.45000000000002,182.45000000000002,10,0.0,4,9,0,0,0.0,182.45000000000002,0.0,0.0,Low-Spending Weekend Shoppers
12576.0,35,6,964,1306.98,217.83,72,3.0568181818181817,4,10,0,1,0.16666666666666666,261.396,81.32888373757504,34.575999999999986,Low-Spending Weekend Shoppers
12577.0,35,4,462,560.25,140.0625,136,2.2344827586206897,4,13,0,1,0.25,280.125,119.12627942649767,168.47000000000003,Low-Spending Weekend Shoppers
12578.0,21,4,1157,2361.36,590.34,111,2.7094017094017095,3,15,0,2,0.5,1180.68,269.87437410765773,-381.65999999999997,High-Spending Churn Risk
12579.0,73,2,276,374.72,187.36,28,0.17857142857142858,3,17,0,1,0.5,374.72,0.0,0.0,Low-Spending Weekend Shoppers
12580.0,246,1,236,379.7,379.7,23,0.0,3,10,0,0,0.0,379.7,0.0,0.0,Low-Spending Weekend Shoppers
12581.0,39,1,160,179.71,179.71,14,0.0,0,8,0,0,0.0,179.71,0.0,0.0,Occasional High-Spenders
12582.0,238,2,296,351.36,175.68,20,2.6315789473684212,3,11,0,0,0.0,175.68,14.877526676164944,21.039999999999992,Low-Spending Weekend Shoppers
12583.0,2,17,4978,6629.34,389.96117647058827,114,1.5854700854700854,4,12,0,2,0.11764705882352941,552.445,269.61472257143663,4.223006993006998,Monthly High-Spenders
12584.0,3,18,351,1809.95,100.55277777777778,43,2.2338709677419355,1,13,0,9,0.5,226.24375,185.93285146890298,6.566309523809526,Monthly High-Spenders
12585.0,234,4,1246,1766.81,441.7025,76,1.2446808510638299,3,12,0,2,0.5,588.9366666666666,609.3044444555885,-243.42499999999995,High-Spending Churn Risk
12586.0,17,2,77,179.94000000000003,89.97000000000001,12,31.90909090909091,1,16,0,1,0.5,89.97000000000001,151.27842476704998,213.94000000000003,Occasional High-Spenders
12587.0,7,1,50,104.0,104.0,3,0.0,4,12,0,0,0.0,104.0,0.0,0.0,Low-Spending Weekend Shoppers
12588.0,39,1,52,174.89999999999998,174.89999999999998,9,0.0,0,15,0,0,0.0,174.89999999999998,0.0,0.0,Occasional High-Spenders
12589.0,28,2,302,574.68,287.34,28,3.625,4,10,0,0,0.0,287.34000000000003,245.84688568293882,347.68,Low-Spending Weekend Shoppers
12591.0,317,1,225,368.85,368.85,25,0.0,2,14,0,0,0.0,368.85,0.0,0.0,Occasional High-Spenders
12592.0,92,2,288,401.6,200.8,10,8.066666666666666,1,13,0,0,0.0,200.8,18.384776310850235,-26.0,Occasional High-Spenders
12593.0,108,3,204,382.09999999999997,127.36666666666666,13,5.7894736842105265,1,9,0,0,0.0,191.05,12.657211383239215,-17.900000000000006,Occasional High-Spenders
12594.0,37,9,1772,3208.2200000000003,356.4688888888889,49,2.52212389380531,0,12,0,0,0.0,356.4688888888889,257.42545180325726,22.661666666666672,Occasional High-Spenders
12596.0,51,2,468,450.27,225.135,24,7.958333333333333,0,13,0,0,0.0,225.135,15.817978695143072,22.370000000000005,Occasional High-Spenders
12597.0,19,5,2165,3067.13,613.426,183,1.1913875598086126,6,13,0,1,0.2,766.7825,797.5366717326127,6.0949999999999935,High-Spending Churn Risk
12598.0,9,8,1928,2786.68,348.335,83,2.1653543307086616,4,12,0,1,0.125,464.4466666666667,365.4300665608492,86.30400000000002,Monthly High-Spenders
12599.0,29,7,948,888.58,126.94000000000001,31,5.092592592592593,1,13,0,0,0.0,148.09666666666666,65.35278958595929,-13.53085714285715,Occasional High-Spenders
12600.0,28,10,758,2311.04,231.10399999999998,31,6.471698113207547,4,10,0,0,0.0,256.78222222222223,79.07218328492294,5.448833333333335,Low-Spending Weekend Shoppers
12601.0,189,6,239,479.56,79.92666666666666,20,6.217391304347826,3,10,0,1,0.16666666666666666,95.912,29.14214679806551,-13.232,Low-Spending Weekend Shoppers
12602.0,58,1,162,153.12,153.12,12,0.0,2,11,0,0,0.0,153.12,0.0,0.0,Occasional High-Spenders
12604.0,79,2,200,236.18,118.09,14,13.0,2,12,0,0,0.0,118.09,59.976797180242954,-84.82,Occasional High-Spenders
12605.0,365,1,-4,-7.5,-7.5,3,0.0,3,15,0,1,0.5,-7.5,0.0,0.0,Low-Spending Weekend Shoppers
